tx_id,customer_region,destination_jurisdiction,asset,amount_usd,counterparty_type,customer_tenure_days,transaction_velocity_24h,chain_risk_score,sanctions_screen_hit,adverse_media_flag,originator_name,originator_account,originator_address,originator_id,beneficiary_name,beneficiary_account,simulated_illicit_label
TX-6822-0228,Singapore,EU,USDC,1350.36,unhosted_wallet,1273,5,43.2,False,False,True,True,False,True,True,True,False
TX-6822-0229,Nigeria,US,USDC,485.13,hosted_vasp,1212,5,35.6,False,False,True,True,True,False,True,True,False
TX-6822-0230,Hong Kong,Singapore,USDC,743.94,hosted_vasp,493,3,30.2,False,False,True,True,True,True,True,True,False
TX-6822-0231,Nigeria,Offshore,USDC,2950.25,hosted_vasp,2062,3,63.1,False,False,True,True,True,True,True,True,False
TX-6822-0232,EU,US,USDC,1678.93,hosted_vasp,2122,4,14.0,False,False,True,True,True,True,True,True,False
TX-6822-0233,US,EU,BTC,151.19,hosted_vasp,471,21,51.1,False,False,True,True,True,False,True,True,False
TX-6822-0234,US,Offshore,USDC,5382.58,unhosted_wallet,993,2,61.1,False,False,True,True,True,True,True,True,False
TX-6822-0235,EU,Singapore,BTC,4544.55,hosted_vasp,1589,1,37.5,False,False,True,False,True,True,True,True,False
TX-6822-0236,US,US,USDC,3176.74,unhosted_wallet,488,5,40.4,False,False,True,True,True,False,False,True,False
TX-6822-0237,Singapore,Singapore,BTC,1269.92,hosted_vasp,788,3,24.4,False,False,True,True,True,True,True,True,False
TX-6822-0238,Singapore,US,BTC,1309.74,hosted_vasp,1806,1,25.4,False,False,True,True,True,True,True,True,False
TX-6822-0239,UAE,Singapore,USDC,767.9,unhosted_wallet,814,3,43.3,False,False,True,True,True,True,True,False,False
TX-6822-0240,EU,High-risk corridor,USDC,1135.2,unhosted_wallet,149,8,75.7,False,False,False,True,True,False,True,True,False
TX-6822-0241,EU,Offshore,USDC,1219.06,hosted_vasp,1730,4,45.0,False,False,True,True,True,True,True,True,False
TX-6822-0242,US,Offshore,USDC,1645.38,hosted_vasp,812,4,23.9,False,False,True,True,True,True,True,True,False
TX-6822-0243,UAE,EU,USDC,1226.96,hosted_vasp,124,2,32.6,False,False,True,True,True,True,True,True,False
TX-6822-0244,Singapore,Singapore,USDC,967.38,hosted_vasp,1130,4,27.3,False,False,True,True,True,True,True,True,False
TX-6822-0245,Singapore,High-risk corridor,USDC,1772.35,unhosted_wallet,392,4,62.7,False,False,True,True,True,True,True,True,False
TX-6822-0246,US,EU,USDC,2615.46,unhosted_wallet,853,1,43.7,False,False,True,True,True,True,True,True,False
TX-6822-0247,Hong Kong,US,USDC,2089.9,hosted_vasp,1160,2,34.8,False,False,True,True,True,False,True,True,False
TX-6822-0248,US,US,BTC,4492.08,hosted_vasp,2097,3,23.6,False,False,True,True,True,True,True,True,False
TX-6822-0249,EU,Offshore,BTC,507.44,hosted_vasp,759,2,24.7,False,False,True,True,True,True,True,True,False
TX-6822-0250,EU,EU,USDC,2106.0,hosted_vasp,1721,2,18.8,False,False,True,True,True,True,True,True,False
TX-6822-0251,US,High-risk corridor,USDC,942.78,hosted_vasp,1902,1,71.4,False,False,True,True,True,False,True,True,False
TX-6822-0252,US,High-risk corridor,BTC,3269.11,unhosted_wallet,372,2,85.7,False,False,True,True,True,True,True,True,False
TX-6822-0253,EU,Singapore,USDC,898.96,unhosted_wallet,1343,1,45.4,False,False,True,True,True,False,True,True,False
TX-6822-0254,US,Offshore,USDC,2958.13,unhosted_wallet,1223,21,74.4,False,False,True,True,True,False,True,True,False
TX-6822-0255,Singapore,Offshore,USDC,5949.35,hosted_vasp,506,3,43.6,False,False,True,True,True,True,True,True,False
TX-6822-0256,US,US,USDC,10637.15,hosted_vasp,701,3,29.5,False,False,True,True,True,True,True,True,False
TX-6822-0257,Singapore,Offshore,BTC,1026.0,hosted_vasp,219,2,53.4,False,True,True,True,True,True,True,True,True
TX-6822-0258,US,US,USDC,704.05,hosted_vasp,1674,5,37.8,False,False,True,True,True,True,True,True,False
TX-6822-0259,India,Singapore,USDC,1833.15,unhosted_wallet,1613,0,52.7,False,False,True,True,True,True,False,True,False
TX-6822-0260,Singapore,EU,ETH,629.59,hosted_vasp,878,1,22.3,False,False,True,True,True,True,True,True,False
TX-6822-0261,US,EU,BTC,1930.97,hosted_vasp,494,2,28.9,False,False,True,True,True,True,True,True,False
TX-6822-0262,US,US,USDC,687.57,hosted_vasp,1784,20,49.1,False,False,True,True,True,True,True,True,False
TX-6822-0263,US,US,ETH,1232.76,hosted_vasp,1927,2,21.7,False,False,True,True,True,True,True,True,False
TX-6822-0264,Singapore,EU,USDC,383.06,hosted_vasp,1339,1,25.9,False,False,True,True,True,True,True,True,False
TX-6822-0265,Singapore,High-risk corridor,BTC,883.61,hosted_vasp,180,4,68.1,False,False,True,True,True,True,True,True,False
TX-6822-0266,US,High-risk corridor,USDC,2650.57,hosted_vasp,1581,17,64.0,False,False,True,True,True,False,True,True,False
TX-6822-0267,India,US,USDC,761.12,unhosted_wallet,961,0,53.9,False,False,True,False,True,True,True,True,False
TX-6822-0268,US,Offshore,BTC,472.97,hosted_vasp,1203,11,60.4,False,False,True,True,True,False,True,True,False
TX-6822-0269,Singapore,EU,USDC,2269.29,hosted_vasp,262,3,29.1,False,False,True,True,True,True,True,True,False
TX-6822-0270,EU,EU,USDC,1569.06,hosted_vasp,140,2,29.9,False,False,True,True,True,True,True,True,False
TX-6822-0271,Singapore,US,BTC,2594.25,hosted_vasp,1940,4,16.5,False,False,True,True,True,True,True,True,False
TX-6822-0272,EU,EU,ETH,670.4,unhosted_wallet,200,19,63.0,False,False,True,True,True,True,True,True,False
TX-6822-0273,US,High-risk corridor,ETH,1899.25,unhosted_wallet,221,4,61.5,False,False,False,True,True,True,True,True,False
TX-6822-0274,Singapore,US,ETH,1763.08,hosted_vasp,2015,3,30.6,False,False,True,True,True,True,True,True,False
TX-6822-0275,Singapore,US,USDC,267.05,unhosted_wallet,1684,3,41.0,False,False,True,True,False,True,True,True,False
TX-6822-0276,Hong Kong,High-risk corridor,USDC,159.88,unhosted_wallet,2087,2,77.8,False,False,True,True,True,False,True,False,False
TX-6822-0277,Singapore,High-risk corridor,USDC,4834.62,unhosted_wallet,1147,5,77.5,False,False,True,True,True,True,True,True,False
TX-6822-0278,Singapore,EU,USDC,1842.0,hosted_vasp,308,2,21.1,False,False,True,True,True,True,True,True,False
TX-6822-0279,Nigeria,EU,USDC,523.89,hosted_vasp,455,1,48.5,False,False,True,True,False,True,True,True,False
TX-6822-0280,EU,US,USDC,451.23,hosted_vasp,343,18,37.7,False,False,True,True,True,True,True,True,False
TX-6822-0281,EU,Singapore,BTC,2189.6,hosted_vasp,2034,2,39.4,False,False,True,True,True,True,False,True,False
TX-6822-0282,US,EU,USDC,398.65,unhosted_wallet,203,3,34.9,False,False,True,True,False,False,True,True,False
TX-6822-0283,UAE,High-risk corridor,BTC,981.95,hosted_vasp,1965,3,60.4,False,False,True,True,False,False,True,True,False
TX-6822-0284,UAE,EU,USDC,2029.69,hosted_vasp,1483,1,27.0,False,False,True,True,True,True,True,True,False
TX-6822-0285,Singapore,High-risk corridor,USDC,2806.16,hosted_vasp,131,0,58.5,False,False,True,True,True,True,True,True,False
TX-6822-0286,EU,EU,USDC,2251.43,unhosted_wallet,1957,1,47.3,False,False,True,True,True,True,True,True,False
TX-6822-0287,Singapore,EU,BTC,1954.88,hosted_vasp,2046,4,29.1,False,False,True,True,True,True,True,True,False
TX-6822-0288,India,US,USDC,1833.37,hosted_vasp,2049,5,26.1,False,False,True,True,True,True,True,True,False
TX-6822-0289,EU,Singapore,ETH,2316.2,hosted_vasp,2161,0,22.3,False,False,True,True,False,False,True,True,False
TX-6822-0290,US,US,USDC,622.81,hosted_vasp,1955,0,2.5,False,False,True,True,True,False,True,True,False
TX-6822-0291,Nigeria,Singapore,SOL,918.97,hosted_vasp,1757,0,65.2,False,True,True,True,True,True,True,True,False
TX-6822-0292,US,US,USDC,2001.01,hosted_vasp,1938,6,25.7,False,False,True,True,True,True,True,False,False
TX-6822-0293,Nigeria,US,USDC,608.26,hosted_vasp,397,15,44.8,False,False,True,True,True,False,True,True,False
TX-6822-0294,US,High-risk corridor,USDC,1853.19,hosted_vasp,696,3,59.2,False,False,True,True,True,True,True,True,False
TX-6822-0295,Singapore,EU,ETH,1378.4,hosted_vasp,1116,0,17.7,False,False,True,True,True,True,True,True,False
TX-6822-0296,US,EU,BTC,1306.58,hosted_vasp,1906,6,18.8,False,False,True,True,True,True,True,True,False
TX-6822-0297,Singapore,High-risk corridor,BTC,346.04,hosted_vasp,1911,2,47.9,False,False,True,True,True,True,True,True,False
TX-6822-0298,Hong Kong,High-risk corridor,ETH,539.61,unhosted_wallet,319,3,81.7,False,False,True,True,False,True,True,True,False
TX-6822-0299,EU,US,BTC,1218.4,hosted_vasp,1701,3,16.5,False,False,True,True,True,False,True,True,False
TX-6822-0300,Nigeria,Singapore,USDC,2625.11,unhosted_wallet,105,2,72.5,False,False,True,True,False,False,True,True,False
TX-6822-0301,US,Offshore,USDC,497.3,hosted_vasp,288,4,48.2,False,True,True,True,True,True,True,True,True
TX-6822-0302,US,Singapore,USDC,1001.16,hosted_vasp,184,1,41.7,False,False,True,True,True,True,True,True,False
TX-6822-0303,Nigeria,Singapore,BTC,2305.45,hosted_vasp,102,2,51.1,False,False,True,True,True,True,True,True,False
TX-6822-0304,Singapore,Singapore,BTC,736.38,hosted_vasp,2195,5,20.3,False,False,True,True,True,True,True,True,False
TX-6822-0305,Nigeria,High-risk corridor,USDC,2480.76,unhosted_wallet,364,6,92.8,False,False,True,True,True,True,True,True,False
TX-6822-0306,US,Singapore,SOL,1373.79,unhosted_wallet,715,16,49.7,False,False,True,True,True,True,False,True,False
TX-6822-0307,US,Singapore,USDC,1265.85,hosted_vasp,703,3,38.5,False,False,True,True,False,True,True,True,False
TX-6822-0308,Hong Kong,US,USDC,2857.84,unhosted_wallet,2116,4,50.0,False,False,True,True,True,False,True,True,False
TX-6822-0309,US,Offshore,ETH,2259.03,unhosted_wallet,2002,1,50.6,False,False,True,True,False,True,True,True,False
TX-6822-0310,US,EU,USDC,2205.6,hosted_vasp,509,4,32.4,False,False,True,True,True,True,True,True,False
TX-6822-0311,Singapore,Singapore,ETH,2151.41,unhosted_wallet,67,5,39.8,False,False,True,True,True,True,True,False,False
TX-6822-0312,UAE,EU,USDC,679.78,hosted_vasp,27,3,20.8,False,False,True,True,True,False,True,True,False
TX-6822-0313,Nigeria,US,USDC,811.54,hosted_vasp,1915,3,46.1,False,False,True,True,True,True,True,True,False
TX-6822-0314,India,Singapore,USDC,2064.29,unhosted_wallet,1486,1,53.9,False,False,True,True,True,True,True,True,False
TX-6822-0315,Nigeria,EU,BTC,4226.49,hosted_vasp,1500,4,63.9,False,False,True,True,True,False,True,True,False
TX-6822-0316,US,EU,USDC,2758.12,unhosted_wallet,423,2,65.3,False,True,True,True,False,False,True,True,False
TX-6822-0317,Nigeria,EU,ETH,1774.33,unhosted_wallet,1412,2,57.4,False,False,True,True,False,True,False,True,False
TX-6822-0318,EU,Offshore,USDC,2533.51,hosted_vasp,2024,4,34.2,False,False,True,True,True,True,True,True,False
TX-6822-0319,India,Offshore,BTC,2949.33,hosted_vasp,821,3,68.6,False,True,True,True,True,True,True,True,False
TX-6822-0320,Nigeria,Singapore,BTC,862.28,unhosted_wallet,986,19,70.9,False,False,True,True,True,True,False,True,False
TX-6822-0321,India,Singapore,BTC,1144.14,hosted_vasp,2067,1,28.1,False,False,True,True,True,True,True,True,False
TX-6822-0322,UAE,Singapore,USDC,5261.8,hosted_vasp,1038,4,43.4,False,False,True,False,True,True,True,True,False
TX-6822-0323,Singapore,US,SOL,1292.67,unhosted_wallet,1620,2,55.3,False,False,True,True,False,True,True,True,False
TX-6822-0324,US,US,BTC,2511.52,hosted_vasp,1545,4,42.3,False,False,True,True,True,False,True,True,False
TX-6822-0325,US,EU,USDC,1850.5,hosted_vasp,1221,2,40.9,False,True,True,True,True,True,True,True,False
TX-6822-0326,US,Offshore,USDC,2146.31,hosted_vasp,348,2,38.2,False,False,True,True,True,False,True,True,False
TX-6822-0327,Hong Kong,US,ETH,373.44,unhosted_wallet,2089,1,37.8,False,False,True,True,True,True,True,True,False
TX-6822-0328,Hong Kong,High-risk corridor,ETH,2970.57,hosted_vasp,267,3,73.4,False,True,True,True,True,True,True,True,False
TX-6822-0329,US,Offshore,BTC,1266.33,hosted_vasp,402,4,47.9,False,False,True,True,False,True,True,True,False
TX-6822-0330,EU,US,USDC,5445.03,hosted_vasp,2152,6,35.0,False,False,True,True,True,True,True,True,False
TX-6822-0331,India,Offshore,USDC,420.66,hosted_vasp,820,1,42.8,False,False,True,True,True,True,True,True,False
TX-6822-0332,UAE,EU,BTC,2151.03,unhosted_wallet,1161,0,57.3,False,False,True,True,False,True,True,True,False
TX-6822-0333,Hong Kong,Singapore,ETH,896.01,unhosted_wallet,1165,4,58.4,False,False,True,False,True,True,True,True,False
TX-6822-0334,Singapore,Singapore,USDC,955.36,hosted_vasp,1205,3,30.8,False,False,True,True,True,True,True,True,False
TX-6822-0335,India,Offshore,USDC,461.14,hosted_vasp,1180,3,48.6,False,False,True,True,False,True,True,True,False
TX-6822-0336,Nigeria,US,ETH,756.17,unhosted_wallet,1381,5,49.3,False,False,True,True,False,True,True,True,False
TX-6822-0337,UAE,US,USDC,1126.84,hosted_vasp,689,3,34.1,False,False,True,True,True,True,True,True,False
TX-6822-0338,EU,Singapore,USDC,2520.04,hosted_vasp,1196,1,26.6,False,False,True,True,True,True,True,False,False
TX-6822-0339,US,High-risk corridor,USDC,725.46,hosted_vasp,2194,2,53.9,False,False,True,True,True,True,True,True,False
TX-6822-0340,US,High-risk corridor,ETH,2278.38,hosted_vasp,1706,3,42.0,False,False,True,True,True,True,True,True,False
TX-6822-0341,US,Singapore,ETH,678.89,hosted_vasp,770,0,11.4,False,False,True,True,True,True,True,True,False
TX-6822-0342,Singapore,Offshore,USDC,2133.76,unhosted_wallet,237,5,59.9,False,False,True,True,True,True,True,True,False
TX-6822-0343,US,Offshore,BTC,1876.74,hosted_vasp,721,1,34.4,False,False,True,True,True,True,True,True,False
TX-6822-0344,US,Offshore,ETH,5009.55,hosted_vasp,114,28,54.7,False,False,True,True,True,True,True,True,False
TX-6822-0345,EU,Singapore,USDC,1343.69,hosted_vasp,1895,2,14.4,False,False,True,True,True,True,True,True,False
TX-6822-0346,Singapore,US,USDC,1395.9,unhosted_wallet,1602,3,36.2,False,False,True,True,True,True,True,True,False
TX-6822-0347,Hong Kong,High-risk corridor,USDC,1955.37,hosted_vasp,767,3,45.9,False,False,True,True,True,True,True,True,False
TX-6822-0348,US,US,BTC,1566.94,unhosted_wallet,62,6,38.2,False,False,True,True,True,False,True,True,False
TX-6822-0349,Singapore,US,USDC,2721.86,unhosted_wallet,410,0,39.1,False,False,True,True,True,True,True,True,False
TX-6822-0350,Hong Kong,EU,USDC,2618.06,hosted_vasp,1558,2,31.1,False,False,True,True,True,True,True,True,False
TX-6822-0351,UAE,Singapore,USDC,355.46,unhosted_wallet,568,1,40.0,False,False,True,True,False,True,True,True,False
TX-6822-0352,Singapore,High-risk corridor,USDC,739.13,hosted_vasp,2039,3,50.6,False,False,True,True,True,True,True,True,False
TX-6822-0353,Hong Kong,EU,ETH,1264.45,hosted_vasp,388,1,27.9,False,False,True,True,True,True,True,True,False
TX-6822-0354,US,US,BTC,897.28,unhosted_wallet,1544,18,56.0,False,False,True,True,False,False,True,True,False
TX-6822-0355,Nigeria,Offshore,USDC,1237.54,unhosted_wallet,2040,2,74.5,False,False,True,True,True,True,True,True,False
TX-6822-0356,India,EU,USDC,426.54,hosted_vasp,55,9,37.5,False,False,True,True,True,False,True,True,False
TX-6822-0357,Nigeria,EU,USDC,119.9,hosted_vasp,260,2,51.1,False,False,True,True,True,True,True,True,False
TX-6822-0358,US,Singapore,ETH,2246.31,unhosted_wallet,1329,3,39.5,False,False,True,True,False,True,True,True,True
TX-6822-0359,EU,EU,USDC,314.54,hosted_vasp,1090,3,15.1,False,False,True,True,True,True,True,True,False
TX-6822-0360,Singapore,Singapore,USDC,3676.82,hosted_vasp,1561,3,38.7,False,False,True,True,True,False,True,True,False
TX-6822-0361,US,EU,BTC,1701.82,unhosted_wallet,1571,3,43.2,False,False,True,True,True,True,True,True,False
TX-6822-0362,US,EU,USDC,512.92,hosted_vasp,1578,3,38.0,False,False,True,True,True,True,True,False,False
TX-6822-0363,Nigeria,US,USDC,287.11,hosted_vasp,1871,3,35.9,False,False,True,True,True,False,True,True,False
TX-6822-0364,US,EU,USDC,2284.02,hosted_vasp,1157,2,44.2,False,True,True,True,True,True,True,True,False
TX-6822-0365,Singapore,Singapore,BTC,2109.34,hosted_vasp,1002,0,34.3,False,False,True,True,True,False,True,True,False
TX-6822-0366,India,Offshore,USDC,363.73,hosted_vasp,2159,4,55.9,False,False,True,True,False,True,True,False,False
TX-6822-0367,Singapore,Singapore,USDC,6024.52,hosted_vasp,795,1,31.0,False,False,True,True,False,True,True,True,False
TX-6822-0368,Nigeria,EU,ETH,2457.83,hosted_vasp,1349,20,53.4,False,False,True,True,True,True,True,True,False
TX-6822-0369,Singapore,US,USDC,1915.68,hosted_vasp,2008,6,31.0,False,False,True,True,True,True,True,True,False
TX-6822-0370,Singapore,Offshore,BTC,569.17,unhosted_wallet,2073,5,58.8,False,False,True,True,True,True,True,True,False
TX-6822-0371,India,Singapore,ETH,246.65,hosted_vasp,835,0,22.8,False,False,True,True,True,False,True,True,False
TX-6822-0372,US,EU,ETH,2618.69,hosted_vasp,994,3,20.1,False,False,True,True,True,True,True,True,False
TX-6822-0373,Singapore,Singapore,USDC,1434.88,hosted_vasp,1630,4,29.6,False,False,True,True,True,False,True,True,False
TX-6822-0374,EU,EU,ETH,473.82,unhosted_wallet,226,4,39.9,False,False,True,True,True,False,False,True,False
TX-6822-0375,India,EU,SOL,1828.74,unhosted_wallet,1492,1,69.1,False,True,True,True,False,True,True,True,False
TX-6822-0376,UAE,Singapore,ETH,6829.11,hosted_vasp,349,2,27.8,False,False,True,True,True,True,True,True,False
TX-6822-0377,UAE,EU,SOL,1764.51,hosted_vasp,1316,2,34.3,False,False,True,True,True,True,True,True,False
TX-6822-0378,EU,Offshore,SOL,2956.78,hosted_vasp,1289,0,47.7,False,False,True,True,False,True,True,False,False
TX-6822-0379,US,EU,USDC,1756.09,hosted_vasp,217,0,24.5,False,False,True,True,True,True,True,True,False
TX-6822-0380,UAE,US,ETH,1474.52,unhosted_wallet,1258,21,56.9,False,False,True,True,True,True,True,True,False
TX-6822-0381,EU,US,USDC,675.63,unhosted_wallet,1443,3,26.4,False,False,True,True,False,False,True,True,False
TX-6822-0382,US,EU,BTC,76.44,hosted_vasp,1169,4,33.2,False,False,True,True,True,True,True,True,False
TX-6822-0383,US,Singapore,ETH,1744.41,unhosted_wallet,1252,5,46.8,False,False,True,True,True,True,True,True,True
TX-6822-0384,Singapore,US,ETH,1077.7,hosted_vasp,1863,1,23.2,False,False,True,True,True,True,True,True,False
TX-6822-0385,EU,High-risk corridor,USDC,2743.5,hosted_vasp,280,4,59.6,False,False,True,True,False,True,True,True,False
TX-6822-0386,EU,EU,BTC,1365.95,hosted_vasp,1913,2,22.0,False,False,True,True,True,False,True,True,False
TX-6822-0387,US,Singapore,USDC,2286.65,hosted_vasp,1229,2,38.5,False,False,True,True,True,True,True,True,False
TX-6822-0388,US,Offshore,BTC,4915.08,hosted_vasp,2087,23,55.7,False,False,True,True,True,True,True,True,False
TX-6822-0389,EU,Offshore,USDC,224.98,hosted_vasp,1703,6,40.6,False,False,True,True,True,True,True,True,False
TX-6822-0390,US,Singapore,BTC,1526.05,hosted_vasp,1234,1,30.8,False,False,True,True,True,True,True,True,False
TX-6822-0391,EU,US,ETH,473.91,unhosted_wallet,1835,2,22.5,False,False,True,True,False,True,True,True,False
TX-6822-0392,Singapore,Offshore,USDC,524.22,hosted_vasp,499,14,41.7,False,False,True,True,True,True,True,True,False
TX-6822-0393,Singapore,Singapore,USDC,985.37,hosted_vasp,1368,2,22.3,False,False,True,True,True,True,True,True,False
TX-6822-0394,Singapore,High-risk corridor,USDC,1916.69,hosted_vasp,9,8,74.1,False,False,True,True,True,True,True,True,False
TX-6822-0395,EU,EU,USDC,2462.44,hosted_vasp,691,2,15.7,False,False,True,True,True,True,True,True,False
TX-6822-0396,Nigeria,US,USDC,2928.47,hosted_vasp,341,22,48.2,False,False,True,True,True,True,True,True,False
TX-6822-0397,US,High-risk corridor,ETH,1737.89,unhosted_wallet,1971,2,69.6,False,False,False,True,True,True,True,True,False
TX-6822-0398,Hong Kong,EU,USDC,457.52,unhosted_wallet,24,0,40.1,False,False,False,True,True,True,True,True,False
TX-6822-0399,Singapore,Singapore,ETH,1675.75,unhosted_wallet,250,4,41.9,False,False,True,True,True,False,True,True,False
TX-6822-0400,US,High-risk corridor,SOL,531.22,unhosted_wallet,513,4,66.1,False,False,True,True,True,True,True,True,False
TX-6822-0401,Nigeria,Offshore,USDC,1621.33,hosted_vasp,1209,18,70.0,False,False,True,True,True,True,True,True,False
TX-6822-0402,US,High-risk corridor,USDC,972.89,hosted_vasp,2122,2,47.1,False,False,True,True,True,True,True,True,True
TX-6822-0403,US,EU,USDC,1673.52,hosted_vasp,1971,4,34.9,False,False,True,True,True,True,True,True,False
TX-6822-0404,US,US,ETH,1273.9,hosted_vasp,411,3,23.9,False,False,True,True,True,True,True,True,False
TX-6822-0405,US,Singapore,BTC,1150.85,hosted_vasp,744,4,36.8,False,True,True,True,True,False,True,True,False
TX-6822-0406,US,EU,BTC,1328.2,unhosted_wallet,1565,4,37.5,False,False,True,False,True,False,True,True,False
TX-6822-0407,India,US,USDC,749.83,hosted_vasp,1972,1,20.6,False,False,True,True,True,True,True,True,False
TX-6822-0408,Singapore,EU,USDC,1273.79,unhosted_wallet,749,1,50.2,False,False,True,True,False,True,False,True,False
TX-6822-0409,Nigeria,EU,USDC,1566.02,unhosted_wallet,260,2,54.0,False,False,True,True,True,True,False,True,False
TX-6822-0410,US,EU,BTC,4656.09,hosted_vasp,1198,6,35.7,False,False,True,False,True,True,True,True,False
TX-6822-0411,India,US,USDC,1475.99,hosted_vasp,1758,3,35.6,False,False,True,True,True,True,True,True,False
TX-6822-0412,Singapore,EU,USDC,1599.42,hosted_vasp,221,2,27.6,False,False,True,True,True,True,True,True,False
TX-6822-0413,EU,EU,BTC,1848.44,hosted_vasp,1247,3,23.2,False,False,True,True,True,True,False,True,False
TX-6822-0414,US,Singapore,USDC,1270.93,unhosted_wallet,678,7,35.9,False,False,True,True,False,False,True,True,False
TX-6822-0415,India,Offshore,USDC,2908.57,hosted_vasp,1757,1,47.1,False,False,True,True,True,True,True,True,False
TX-6822-0416,US,EU,BTC,2739.34,hosted_vasp,1065,2,32.5,False,False,True,True,True,False,True,True,False
TX-6822-0417,Nigeria,EU,USDC,2226.48,hosted_vasp,850,30,56.8,False,False,True,True,True,True,True,True,False
TX-6822-0418,US,EU,USDC,1311.17,hosted_vasp,1638,2,13.6,False,False,True,True,False,True,True,True,False
TX-6822-0419,Singapore,US,USDC,1403.83,hosted_vasp,1373,1,31.8,False,False,True,True,True,True,True,True,False
TX-6822-0420,Singapore,US,USDC,1978.94,unhosted_wallet,2131,0,37.1,False,False,True,True,True,False,True,True,False
TX-6822-0421,EU,US,USDC,2719.38,unhosted_wallet,391,2,33.1,False,False,True,True,True,False,True,True,False
TX-6822-0422,US,EU,BTC,1934.89,unhosted_wallet,44,0,69.6,False,True,True,False,True,True,True,True,True
TX-6822-0423,US,EU,USDC,12365.06,unhosted_wallet,1012,3,56.5,False,False,True,True,True,True,True,True,False
TX-6822-0424,Nigeria,US,USDC,1648.3,unhosted_wallet,1821,24,74.9,False,False,True,False,True,True,True,True,False
TX-6822-0425,US,Offshore,USDC,3733.98,hosted_vasp,1050,3,46.7,False,False,True,True,True,True,True,True,False
TX-6822-0426,EU,Singapore,BTC,763.37,hosted_vasp,2001,1,19.0,False,False,True,True,True,True,True,True,False
TX-6822-0427,UAE,Singapore,BTC,1424.42,hosted_vasp,1022,2,32.9,False,False,True,True,True,True,True,True,False
TX-6822-0428,Singapore,Singapore,ETH,443.15,hosted_vasp,1796,2,24.9,False,False,False,True,True,True,False,True,False
TX-6822-0429,Hong Kong,Offshore,ETH,1315.79,hosted_vasp,70,4,41.4,False,False,True,True,True,True,True,True,False
TX-6822-0430,Nigeria,Singapore,USDC,3209.67,hosted_vasp,416,3,50.6,False,False,True,True,True,True,True,True,False
TX-6822-0431,Singapore,EU,USDC,5946.92,unhosted_wallet,1722,5,42.8,False,False,True,True,True,True,True,True,False
TX-6822-0432,US,Offshore,USDC,1685.31,hosted_vasp,172,3,34.9,False,False,True,True,False,True,True,True,False
TX-6822-0433,Singapore,US,USDC,7847.59,hosted_vasp,210,1,31.8,False,False,True,True,True,True,True,True,False
TX-6822-0434,US,Singapore,USDC,1358.01,hosted_vasp,694,3,8.3,False,False,True,True,True,True,True,True,False
TX-6822-0435,EU,Offshore,SOL,505.27,hosted_vasp,1570,2,48.0,False,False,True,True,True,True,True,True,False
TX-6822-0436,US,EU,USDC,73.34,hosted_vasp,423,3,52.9,False,True,True,True,True,True,True,True,False
TX-6822-0437,US,US,USDC,1585.09,unhosted_wallet,1367,2,22.5,False,False,True,True,True,True,True,True,False
TX-6822-0438,US,High-risk corridor,ETH,2154.63,hosted_vasp,1287,2,51.8,False,False,True,True,True,False,True,True,False
TX-6822-0439,Hong Kong,Singapore,USDC,6752.69,hosted_vasp,1842,4,26.2,False,False,True,True,True,True,False,True,False
TX-6822-0440,EU,Offshore,ETH,2320.47,hosted_vasp,662,5,37.0,False,False,True,True,True,True,True,True,False
TX-6822-0441,Singapore,Offshore,USDC,1202.27,hosted_vasp,37,3,40.9,False,False,True,True,True,True,True,True,False
TX-6822-0442,Singapore,Offshore,ETH,342.49,hosted_vasp,507,1,48.9,False,False,True,True,True,False,True,True,False
TX-6822-0443,EU,Singapore,ETH,2373.14,hosted_vasp,940,16,33.6,False,False,True,True,True,True,True,True,False
TX-6822-0444,Nigeria,EU,ETH,1732.85,unhosted_wallet,913,2,69.7,False,False,True,True,True,True,True,True,False
TX-6822-0445,EU,EU,USDC,14114.27,hosted_vasp,2113,13,65.8,False,False,True,True,True,True,True,True,False
TX-6822-0446,Singapore,Singapore,USDC,1377.88,unhosted_wallet,192,3,39.7,False,False,True,True,True,True,True,True,False
TX-6822-0447,UAE,US,BTC,1842.91,hosted_vasp,188,2,32.4,False,False,True,True,False,True,True,True,False
TX-6822-0448,Hong Kong,Singapore,USDC,5530.5,hosted_vasp,1822,0,23.1,False,False,True,True,True,True,True,True,False
TX-6822-0449,Singapore,High-risk corridor,USDC,2818.56,hosted_vasp,1836,16,62.0,False,False,True,True,True,False,False,True,False
TX-6822-0450,Nigeria,High-risk corridor,SOL,1415.16,hosted_vasp,2107,2,64.3,False,False,True,True,True,True,True,True,False
TX-6822-0451,EU,US,USDC,2743.57,hosted_vasp,79,4,41.6,False,False,True,True,True,True,True,True,False
TX-6822-0452,US,Offshore,USDC,706.83,unhosted_wallet,1538,0,42.1,False,False,True,True,True,True,True,True,False
TX-6822-0453,US,US,USDC,711.82,unhosted_wallet,438,2,45.2,False,False,True,True,True,True,True,True,False
TX-6822-0454,Singapore,High-risk corridor,USDC,3314.86,unhosted_wallet,1732,0,81.4,False,False,True,True,False,False,True,True,False
TX-6822-0455,US,EU,ETH,1217.5,unhosted_wallet,1257,2,31.6,False,False,True,True,True,True,True,True,False
TX-6822-0456,UAE,Offshore,USDC,1533.98,hosted_vasp,145,6,33.7,False,False,True,True,True,True,True,True,False
